FECHA ,ID LOCAL ,NOMBRE LOCAL,COMUNA ,LOCALIDAD ,DIRECCION ,HORA APERTURA ,HORA CIERRE ,TELEFONO ,LATITUD ,LONGITUD ,DIA FUNCIONAMIENTO ,FK REGION ,FK COMUNA ,FK LOCALIDAD 
"06-08-21","1517","EMIFAR","PUDAHUEL","PUDAHUEL","AV. SAN FRANCISCO 8687","10:00:00","22:00:00","+560226437936","-33.436491","-70.750583","viernes","7","118","137"
"06-08-21","1518","GALENICA ","PUDAHUEL","PUDAHUEL","TENIENTE CRUZ 540. INTERIOR SUPERBODEGA ACUENTA","09:00:00","21:00:00","+560225947945","-33.458155","-70.738266","viernes","7","118","137"
"06-08-21","1519","LAISA","PUDAHUEL","PUDAHUEL","AUSTRAL 8741. LOCAL 2","10:00:00","21:00:00","+560297509990","-33.459909","-70.761441","viernes","7","118","137"
"06-08-21","1520","LAS ALMENDRAS","PUDAHUEL","PUDAHUEL","AV. LAGUNA SUR 8383-8387","11:00:00","21:00:00","+560227473369","-33.46037","-70.750371","viernes","7","118","137"
"06-08-21","1521","FARMASOL","PUDAHUEL","PUDAHUEL","LAGUNA SUR 7355. ESQUINA PASAJE MALAL 298 B","10:00:00","21:00:00","+560227495904","-33.462093","-70.741764","viernes","7","118","137"
"06-08-21","1522","ESPOZ","PUDAHUEL","PUDAHUEL","SAN PABLO 8919 - A","10:00:00","21:00:00","+560226436290","-33.443027","-70.75863","viernes","7","118","137"
"06-08-21","1523","FARMA OFERTA","PUDAHUEL","PUDAHUEL","AV. SANTA VICTORIA 1005 - A","10:00:00","22:00:00","+560226451506","-33.439105","-70.758029","viernes","7","118","137"
"06-08-21","1524","ROMINA","PUDAHUEL","PUDAHUEL","LA TRAVESIA 7446","10:00:00","21:00:00","+560227482555","-33.45713","-70.744183","viernes","7","118","137"
"06-08-21","1525","CRUZ VERDE ","PUDAHUEL","PUDAHUEL","SAN PABLO 8315","09:00:00","22:00:00","+560226433137","-33.444607","-70.740637","viernes","7","118","137"
"06-08-21","1526","ESPOZ ","PUDAHUEL","PUDAHUEL","SAN PABLO 8735","09:00:00","22:00:00","+560226434419","-33.444047","-70.753544","viernes","7","118","137"
"06-08-21","1527","SAN PIO","PUDAHUEL","PUDAHUEL","CERRO CARACOL 9526. L - 1","11:00:00","22:00:00","+560225931969","-33.437548","-70.77114","viernes","7","118","137"
"06-08-21","1528","SERRANO","PUDAHUEL","PUDAHUEL","SERRANO   1336","10:00:00","21:30:00","+560226692766","-33.433966","-70.766762","viernes","7","118","137"
"06-08-21","1530","TIERRA DEL FUEGO ","PUDAHUEL","PUDAHUEL","LA ESTRELLA 1361 - D","10:00:00","22:00:00","+560226444900","-33.43214","-70.750476","viernes","7","118","137"
"06-08-21","1532","TORRES","PUDAHUEL","PUDAHUEL","LAGUNA SUR 8405 - C","09:00:00","00:00:00","+560227492529","-33.460071","-70.751806","viernes","7","118","137"
"06-08-21","1533","LAS PRINCESAS","PUDAHUEL","PUDAHUEL","SAN PABLO 9142 E","08:30:00","21:30:00","+560298184570","-33.44197","-70.763715","viernes","7","118","137"
"06-08-21","1535","HABANA","PUENTE ALTO","PUENTE ALTO NORTE","ANGEL PIMENTEL 22","10:00:00","20:00:00","+560227692493","-33.589384","-70.580445","viernes","7","119","138"
"06-08-21","1536","SALCOBRAND","PUENTE ALTO","PUENTE ALTO NORTE","AV. CAMILO HENRIQUEZ  4583","08:00:00","23:00:00","+560226376100","-33.557954","-70.559352","viernes","7","119","138"
"06-08-21","1537","SALCOBRAND","PUENTE ALTO","PUENTE ALTO NORTE","CAMILO HENRIQUEZ 3296. L173-177. MALL PLAZA TOBALABA","10:00:00","21:30:00","+560228751288","-33.568989","-70.554782","viernes","7","119","138"
"06-08-21","1538","SALCOBRAND","PUENTE ALTO","PUENTE ALTO NORTE","AV. CAMILO HENRIQUEZ 3692. L-BH 140-144. MALL PLAZA TOBALABA","10:00:00","21:30:00","+560224227100","-33.569053","-70.554921","viernes","7","119","138"
"06-08-21","1540","SALCOBRAND","PUENTE ALTO","PUENTE ALTO NORTE","CONCHA Y TORO 3779. MEGASALUD PUENTE ALTO","09:00:00","19:00:00","+560222897164","-33.572866","-70.582934","viernes","7","119","138"
"06-08-21","1541","SALCOBRAND","PUENTE ALTO","PUENTE ALTO NORTE","CONCHA Y TORO 3854. L-1053. JUMBO PUENTE ALTO","08:30:00","22:00:00","+560222953795","-33.572973","-70.582806","viernes","7","119","138"
"06-08-21","1542","MACARENA","PUENTE ALTO","PUENTE ALTO NORTE","NONATO COO 3923","10:00:00","20:00:00","+560227259185","-33.568748","-70.572128","viernes","7","119","138"
"06-08-21","1543","HABANA ","PUENTE ALTO","PUENTE ALTO NORTE","NONATO COO   2696 L-6","10:00:00","20:00:00","+560224191786","-33.585541","-70.568172","viernes","7","119","138"
"06-08-21","1544","LA BOTIKA","PUENTE ALTO","PUENTE ALTO NORTE","AV. GABRIELA PONIENTE  1700-1706","09:00:00","00:00:00","+560268354793","-33.582367","-70.601532","viernes","7","119","138"
"06-08-21","1545","LOS TOROS","PUENTE ALTO","PUENTE ALTO NORTE","LOS TOROS  01087","09:30:00","22:00:00","+560227100143","-33.567925","-70.570904","viernes","7","119","138"
"06-08-21","1546","AHUMADA","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 494","09:00:00","22:00:00","+560226313287","-33.607167","-70.57639","viernes","7","119","378"
"06-08-21","1547","AHUMADA","PUENTE ALTO","PUENTE ALTO NORTE","AV. CONCHA Y TORO 1149. L 43-44. INT. LíDER, FRENTE A PLAZUELA , P 37","09:00:00","22:00:00","+560226313356","-33.598678","-70.577779","viernes","7","119","138"
"06-08-21","1548","AHUMADA","PUENTE ALTO","PUENTE ALTO NORTE","CONCHA Y TORO 1149. L 56-57. ESPACIO URBANO","09:00:00","23:00:00","+560226313076","-33.598678","-70.577779","viernes","7","119","138"
"06-08-21","1550","AHUMADA","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 26. INTERIOR PLAZA PUENTE","10:00:00","21:00:00","+560226979772","-33.612042","-70.575437","viernes","7","119","378"
"06-08-21","1553","AHUMADA","PUENTE ALTO","PUENTE ALTO NORTE","LOS TOROS 5441. INTERIOR LIDER","08:30:00","22:30:00","+560226313390","-33.566537","-70.556883","viernes","7","119","138"
"06-08-21","1555","ALBORADA","PUENTE ALTO","PUENTE ALTO SUR","CIRCUNVALACION 01955","10:00:00","20:00:00","+560227275823","-33.613616","-70.550664","viernes","7","119","378"
"06-08-21","1556","ANGEL","PUENTE ALTO","PUENTE ALTO SUR","AV. GABRIELA ORIENTE  01987. LOCAL 3","10:00:00","22:00:00","+560228746267","-33.618122","-70.574144","viernes","7","119","378"
"06-08-21","1557","ARES","PUENTE ALTO","PUENTE ALTO NORTE","AV. CONCHA Y TORO 4115. INTERIOR MAXI AHORRO","10:30:00","21:00:00","+560284845693","-33.568443","-70.583565","viernes","7","119","138"
"06-08-21","1559","BLÜMEL","PUENTE ALTO","PUENTE ALTO SUR","LAS NIEVES 02251. INTERIOR SUPERMERCADO","10:00:00","21:00:00","+560222685773","-33.590008","-70.556168","viernes","7","119","378"
"06-08-21","1560","CARMEN","PUENTE ALTO","PUENTE ALTO SUR","AV. EYZAGUIRRE  02051 L-5 A. STRIP CENTER MONTSERRAT","09:00:00","22:00:00","+560228429938","-33.609991","-70.551392","viernes","7","119","378"
"06-08-21","1561","CATALINA","PUENTE ALTO","PUENTE ALTO NORTE","AV. GABRIELA ORIENTE 01379","10:30:00","21:00:00","+560227243620","-33.576334","-70.566777","viernes","7","119","138"
"06-08-21","1562","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO NORTE","AV. CAMILO HENRIQUEZ 3160  SER.TERPEL","10:00:00","22:00:00","+560228759384","-33.571355","-70.555026","viernes","7","119","138"
"06-08-21","1563","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO NORTE","AV. CAMILO HENRIQUEZ 3692.  LOCAL A-113. MALL PLAZA TOBALABA","08:30:00","21:30:00","+560225860664","-33.569029","-70.554929","viernes","7","119","138"
"06-08-21","1564","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 194","08:00:00","23:30:00","+560228500074","-33.609906","-70.575866","viernes","7","119","378"
"06-08-21","1565","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO NORTE","CONCHA Y TORO 3854. L 1021.","08:30:00","22:00:00","+560222955567","-33.572383","-70.583299","viernes","7","119","138"
"06-08-21","1566","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO NORTE","AV. CONCHA Y TORO 3955 LOCALES 7, 8, 9, 10, 11 Y 21 STRIP CENTER","09:00:00","22:30:00","+560227590382","-33.569366","-70.583538","viernes","7","119","138"
"06-08-21","1567","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 398. INTERIOR MONTSERRAT","08:00:00","22:00:00","+560228504068","-33.608347","-70.576046","viernes","7","119","378"
"06-08-21","1569","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO NORTE","AV. DIEGO PORTALES 6330  LOCALES 5. SUPERMERCADO LIDER","09:00:00","22:00:00","+560227558617","-33.559537","-70.551508","viernes","7","119","138"
"06-08-21","1570","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO SUR","ESTACION PLAZA PTE. ALTO     LINEA 4 DEL METRO","08:00:00","21:00:00","+560224349080","-33.609517","-70.575524","viernes","7","119","378"
"06-08-21","1573","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO NORTE","AV. NONATO COO 3108","08:30:00","22:00:00","+560228746317","-33.581626","-70.568794","viernes","7","119","138"
"06-08-21","1574","CRUZ VERDE","PUENTE ALTO","PUENTE ALTO SUR","SANTO DOMINGO 67  LOCALES 44-45. INTERIOR LIDER","08:30:00","21:30:00","+560224367750","-33.611657","-70.577084","viernes","7","119","378"
"06-08-21","1575","J M","PUENTE ALTO","PUENTE ALTO SUR","27 DE SEPTIEMBRE 04353. CASAS VIEJAS","10:00:00","21:00:00","+560228424521","-33.608356","-70.528214","viernes","7","119","378"
"06-08-21","1577","DEL DR. SIMI ","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 15","09:00:00","19:00:00","+560223610293","-33.612363","-70.575343","viernes","7","119","378"
"06-08-21","1578","DEL DR. SIMI ","PUENTE ALTO","PUENTE ALTO NORTE","AV. CONCHA Y TORO 3926-3928","09:00:00","21:00:00","+560223610585","-33.56988","-70.583879","viernes","7","119","138"
"06-08-21","1579","DEL DR. SIMI ","PUENTE ALTO","PUENTE ALTO NORTE","GABRIELA ORIENTE 02710. INTERIOR MONTSERRAT","09:00:00","21:00:00","+560228744430","-33.574457","-70.555361","viernes","7","119","138"
"06-08-21","1580","DEL DR. SIMI ","PUENTE ALTO","PUENTE ALTO SUR","JOSE LUIS COO 0137","09:00:00","21:00:00","+560228391476","-33.60908","-70.574543","viernes","7","119","378"
"06-08-21","1581","DEL DR. SIMI ","PUENTE ALTO","PUENTE ALTO SUR","BALMACEDA 389","09:00:00","19:30:00","+560229203112","-33.60815","-70.575295","viernes","7","119","378"
"06-08-21","1582","EMANUEL","PUENTE ALTO","PUENTE ALTO NORTE","GABRIELA PONIENTE 393","09:00:00","20:30:00","+560223119403","-33.579919","-70.586681","viernes","7","119","138"
"06-08-21","1583","ESTRELLA","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 180","09:30:00","20:30:00","+560228500686","-33.610182","-70.575802","viernes","7","119","378"
"06-08-21","1584","FARMA-ULLOA","PUENTE ALTO","PUENTE ALTO NORTE","GABRIELA PONIENTE 835","09:00:00","21:00:00","+560277627817","-33.580687","-70.592212","viernes","7","119","138"
"06-08-21","1585","FENIX","PUENTE ALTO","PUENTE ALTO SUR","SAN PEDRO 848","10:00:00","19:00:00","+560228509488","-33.623362","-70.584520","viernes","7","119","378"
"06-08-21","1586","FULLFARMA","PUENTE ALTO","PUENTE ALTO NORTE","AV. COQUIMBO  2425","10:00:00","22:00:00","+560222656044","-33.589942","-70.58568","viernes","7","119","138"
"06-08-21","1587","GALENICA ","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 157","09:00:00","21:00:00","+560225947936","-33.610491","-70.575739","viernes","7","119","378"
"06-08-21","1588","LA OLA","PUENTE ALTO","PUENTE ALTO SUR","EL SAUCE 01554","09:00:00","18:00:00","+560287286717","-33.630905","-70.618973","viernes","7","119","378"
"06-08-21","1589","SALUD FARMA","PUENTE ALTO","PUENTE ALTO NORTE","AV. CONCHA Y TORO 3175","11:00:00","21:00:00","+560222952144","-33.580998","-70.58118","viernes","7","119","138"
"06-08-21","1591","LOS PALTOS","PUENTE ALTO","PUENTE ALTO NORTE","RODAS 3267","09:00:00","22:30:00","+560225366586","-33.582317","-70.60102080000001","viernes","7","119","138"
"06-08-21","1592","NETFARMA","PUENTE ALTO","PUENTE ALTO SUR","EJERCITO LIBERTADOR 01139","10:30:00","22:00:00","+560227253006","-33.627987","-70.589894","viernes","7","119","378"
"06-08-21","1593","MEDDICA","PUENTE ALTO","PUENTE ALTO NORTE","MEXICO 1589","08:30:00","22:00:00","+560222685685","-33.594228","-70.559138","viernes","7","119","138"
"06-08-21","1594","NETFARMA","PUENTE ALTO","PUENTE ALTO NORTE","LUIS MATTE LARRAIN   1600","10:00:00","22:30:00","+560229960552","-33.587918","-70.599049","viernes","7","119","138"
"06-08-21","1595","PABLO","PUENTE ALTO","PUENTE ALTO NORTE","ANGEL PIMENTEL  01312","10:00:00","21:00:00","+560222655574","-33.588325","-70.564033","viernes","7","119","138"
"06-08-21","1596","PATRICIO","PUENTE ALTO","PUENTE ALTO SUR","SUPERINTENDENTE LUIS MORENO PAZ  0214","09:30:00","22:00:00","+560228428868","-33.611894","-70.551872","viernes","7","119","378"
"06-08-21","1597","PATRICIO ","PUENTE ALTO","PUENTE ALTO SUR","EL TRANQUE 0642","09:30:00","22:00:00","+560228428868","-33.625231","-70.609237","viernes","7","119","378"
"06-08-21","1598","ROKI","PUENTE ALTO","PUENTE ALTO SUR","JOSE LUIS COO  0129","09:00:00","20:00:00","+560228490195","-33.609146","-70.574638","viernes","7","119","378"
"06-08-21","1599","ROUBILLARD","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 302","09:30:00","21:00:00","+560228500234","-33.609223","-70.575976","viernes","7","119","378"
"06-08-21","1600","BLANCA","PUENTE ALTO","PUENTE ALTO NORTE","GABRIELA PONIENTE 3960. L-2. INTERIOR SUPERBODEGA ACUENTA","09:30:00","21:30:00","+560225452722","-33.582199","-70.606087","viernes","7","119","138"
"06-08-21","1602","VALHFARM","ÑUÑOA","ÑUÑOA","DIAGONAL ORIENTE N° 1921","09:00:00","21:00:00","+560228499528","-33.445510","-70.607655","viernes","7","110","129"
"06-08-21","1603","SALCOBRAND","PUENTE ALTO","PUENTE ALTO SUR","AV. CONCHA Y TORO 242","09:00:00","22:00:00","+560228501488","-33.609616","-70.575918","viernes","7","119","378"
"06-08-21","1604","SALCOBRAND","PUENTE ALTO","PUENTE ALTO NORTE","JUAN DE DIOS MALEBRAN  1750 L-5  CIUDAD  DEL SOL","10:00:00","21:00:00","+560222742688","-33.595224","-70.590104","viernes","7","119","138"
"06-08-21","1605","LA REBAJA","QUILICURA","QUILICURA","O'HIGGINS 358. LOCAL 12","09:00:00","21:00:00","+560226071452","-33.367345","-70.730949","viernes","7","120","139"
"06-08-21","1606","SALCOBRAND","QUILICURA","QUILICURA","MANUEL ANTONIO MATTA 900. L-4A Y 5A. INTERIOR SUPERMERCADO","09:00:00","22:00:00","+560224632642","-33.366789","-70.720092","viernes","7","120","139"
"06-08-21","1607","AHUMADA","QUILICURA","QUILICURA","O'HIGGINS 314. INTERIOR LIDER","09:00:00","22:30:00","+560226313385","-33.35618","-70.729107","viernes","7","120","139"
"06-08-21","1609","AHUMADA ","QUILICURA","QUILICURA","AV. LAS TORRES   450","09:00:00","22:00:00","+560226313824","-33.38230576855998","-70.73004488985748","viernes","7","120","139"
"06-08-21","1610","BELEN","QUILICURA","QUILICURA","AV. MANUEL ANTONIO MATTA   1231","09:00:00","23:00:00","+560226523233","-33.366843","-70.713917","viernes","7","120","139"
"06-08-21","1611","BELEN","QUILICURA","QUILICURA","JOSE FRANCISCO VERGARA 199","09:00:00","23:45:00","+560226031339","-33.367224","-70.734052","viernes","7","120","139"
"06-08-21","1613","CRUZ VERDE","QUILICURA","QUILICURA","AVENIDA BERNARDO O’HIGGINS N°581 LOCAL 03-04, MALL ARAUCO QUILICURA","10:00:00","21:00:00","+560226273330","-33.34872","-70.73017","viernes","7","120","139"
"06-08-21","1614","CRUZ VERDE","QUILICURA","QUILICURA","O'HIGGINS 358.  L-18. PATIO QUILICURA","09:00:00","22:30:00","+560226070298","-33.355561","-70.729102","viernes","7","120","139"
"06-08-21","1615","CRUZ VERDE ","QUILICURA","QUILICURA","AV. O'HIGGINS   99","11:00:00","22:30:00","+560226272254","-33.362901","-70.729855","viernes","7","120","139"
"06-08-21","1616","DEL DR. SIMI ","QUILICURA","QUILICURA","JOSE FRANCISCO VERGARA 198","08:30:00","21:30:00","+560222492146","-33.367146","-70.734183","viernes","7","120","139"
"06-08-21","1617","FARMAX ","QUILICURA","QUILICURA","JOSE FRANCISCO VERGARA   190","09:00:00","22:00:00","+560226079093","-33.367148","-70.734184","viernes","7","120","139"
"06-08-21","1618","HELIFARMA","QUILICURA","QUILICURA","AV. SAN LUIS 405","09:00:00","21:00:00","+560226071532","-33.3652095","-70.74710119999997","viernes","7","120","139"
"06-08-21","1621","REAL","QUILICURA","QUILICURA","MANUEL ANTONIO MATTA 528. INERIOR SANTA ISABEL","10:00:00","20:00:00","+560226278599","-33.365681","-70.729257","viernes","7","120","139"
"06-08-21","1622","NUEVA REAL ","QUILICURA","QUILICURA","O'HIGGINS 276 LOCAL A","09:00:00","23:30:00","+560226037395","-33.358277","-70.729319","viernes","7","120","139"
"06-08-21","1623","FARMAVIDA","QUILICURA","QUILICURA","AV. SANTA LUISA   226 L-B","09:00:00","21:00:00","+560226037109","-33.359495","-70.736804","viernes","7","120","139"
"06-08-21","1624","SCANDIC","QUILICURA","QUILICURA","AV. MANUEL ANTONIO MATTA   0355","11:00:00","20:00:00","+560226270535","-33.361861","-70.744786","viernes","7","120","139"
"06-08-21","1625","VECINA SANTA LAURA","QUILICURA","QUILICURA","SANTA LAURA  903","15:00:00","23:00:00","+560226282154","-33.353151","-70.750601","viernes","7","120","139"
"06-08-21","1626","SALCOBRAND ","QUILICURA","QUILICURA","RAIMUNDO ROMO   393","09:00:00","22:00:00","+560226072226","-33.367883","-70.732212","viernes","7","120","139"
"06-08-21","1628","CRUZ VERDE","QUINTA NORMAL","QUINTA NORMAL","AV. WALKER MARTINEZ 1642. INTERIOR MONTSERRAT","09:00:00","22:00:00","+560227748278","-33.430501","-70.692356","viernes","7","121","140"
"06-08-21","1629","EMIFAR","QUINTA NORMAL","QUINTA NORMAL","AV. CARRASCAL 5931","10:00:00","22:00:00","+560227722226","-33.416474","-70.711044","viernes","7","121","140"
"06-08-21","1630","SIMON BOLIVAR","QUINTA NORMAL","QUINTA NORMAL","AV. SAN PABLO 4745","10:15:00","20:30:00","+560227732261","-33.439481","-70.699922","viernes","7","121","140"
"06-08-21","1631","CRUZ VERDE","QUINTA NORMAL","QUINTA NORMAL","SAN PABLO 4898. INTERIOR SANTA ISABEL","09:00:00","22:30:00","+560227731675","-33.440224","-70.70243","viernes","7","121","140"
"06-08-21","1632","ESPOZ ","QUINTA NORMAL","QUINTA NORMAL","AV. CARRASCAL   4496","09:00:00","22:00:00","+560227480066","-33.422404","-70.695852","viernes","7","121","140"
"06-08-21","1633","GALENICA ","QUINTA NORMAL","QUINTA NORMAL","AV. CARRASCAL 4436. INTERIOR EKONO","09:30:00","21:00:00","+560225947943","-33.422899","-70.694128","viernes","7","121","140"
"06-08-21","1634","GALENICA ","QUINTA NORMAL","QUINTA NORMAL","AV. CARRASCAL 6001. INTERIOR SUPERBODEGA ACUENTA","09:30:00","21:00:00","+560225947946","-33.416400","-70.711824","viernes","7","121","140"
"06-08-21","1635","BARROSO","QUINTA NORMAL","QUINTA NORMAL","SALVADOR GUTIERREZ   6097","10:00:00","21:00:00","+560227866546","-33.421695","-70.717868","viernes","7","121","140"
"06-08-21","1636","MACARENA","QUINTA NORMAL","QUINTA NORMAL","SALVADOR GUTIERREZ   5769","09:00:00","22:00:00","+560227867188","-33.42251","-70.713359","viernes","7","121","140"
"06-08-21","1637","MENDOZA","QUINTA NORMAL","QUINTA NORMAL","AV. CARRASCAL   4360","09:00:00","21:30:00","+560227739831","-33.423105","-70.69258","viernes","7","121","140"
"06-08-21","1638","MEVIC","QUINTA NORMAL","QUINTA NORMAL","PADRE LORENZO EITING   5807","10:00:00","22:00:00","+560227232640","-33.428854","-70.715467","viernes","7","121","140"
"06-08-21","1639","MYPHARMA","QUINTA NORMAL","QUINTA NORMAL","MARÍA ROZAS VELÁSQUEZ 1051 (EX LAS REJAS)","10:00:00","21:00:00","+560224576146","-33.441632","-70.707257","viernes","7","121","140"
"06-08-21","1641","AHUMADA","RECOLETA","RECOLETA","RECOLETA 3501. INTERIOR LIDER","08:30:00","22:00:00","+560226313354","-33.393881","-70.642527","viernes","7","122","141"
"06-08-21","1642","B P M","RECOLETA","RECOLETA","ZAPADORES 576","09:00:00","21:00:00","+560226294601","-33.391151","-70.641205","viernes","7","122","141"
"06-08-21","1643","BICENTENARIO","RECOLETA","RECOLETA","AV. RECOLETA 3308","10:00:00","19:00:00","+560229962372","-33.395727","-70.642694","viernes","7","122","141"
"06-08-21","1644","BICENTENARIO","RECOLETA","RECOLETA","AV. ZAPADORES 1062","10:00:00","19:00:00","+560229986256","-33.387485","-70.649775","viernes","7","122","141"
"06-08-21","1645","BICENTENARIO","RECOLETA","RECOLETA","AV. ZAPADORES 525","11:00:00","22:30:00","+560229982372","-33.391281","-70.639252","viernes","7","122","141"
"06-08-21","1646","CRUZ DEL NORTE","RECOLETA","RECOLETA","AV. RECOLETA   4006 - C","10:00:00","22:00:00","+560226295125","-33.388507","-70.642304","viernes","7","122","141"
"06-08-21","1648","FARMARKET","RECOLETA","RECOLETA","AV. EL SALTO 2506. INTERIOR MAYORISTA 10","09:00:00","21:00:00","+560226225262","-33.403864","-70.631957","viernes","7","122","141"
"06-08-21","1649","CRUZ VERDE","RECOLETA","RECOLETA","RECOLETA 2299 A","09:30:00","20:30:00","+560226290050","-33.405722","-70.643143","viernes","7","122","141"
"06-08-21","1650","CRUZ VERDE","RECOLETA","RECOLETA","AV. RECOLETA 2746. STRIP CENTER","08:30:00","21:30:00","+560226292210","-33.402695","-70.643003","viernes","7","122","141"
"06-08-21","1651","CRUZ VERDE","RECOLETA","RECOLETA","AV. RECOLETA 320. LOCAL 400. INTERIOR RECOLETA CENTER","09:00:00","22:00:00","+560222476025","-33.429534","-70.647091","viernes","7","122","141"
"06-08-21","1652","CRUZ VERDE ","RECOLETA","RECOLETA","AV. PERU 805-831 L-A","09:00:00","22:00:00","+560227380438","-33.423839","-70.63992","viernes","7","122","141"
"06-08-21","1653","DAVID","RECOLETA","RECOLETA","ARTESANOS  645","10:00:00","18:30:00","+560227323839","-33431624","-70648996","viernes","7","122","141"
"06-08-21","1655","DEL DR. SIMI ","RECOLETA","RECOLETA","AV. RECOLETA 323. L-42","09:00:00","20:00:00","+560223610301","-33.429292","-70.646867","viernes","7","122","141"
"06-08-21","1656","DEL DR. SIMI ","RECOLETA","RECOLETA","AV. RECOLETA 2305","09:00:00","21:00:00","+560223610297","-33.405557","-70.643163","viernes","7","122","141"
"06-08-21","1657","FARMACUBA","RECOLETA","RECOLETA","BUENOS AIRES 415","09:00:00","19:00:00","+560227326550","-33.427016","-70.643651","viernes","7","122","141"
"06-08-21","1658","GALENICA ","RECOLETA","RECOLETA","AVENIDA RECOLETA 3646","09:00:00","19:30:00","+560225714146","-33.392179","-70.642522","viernes","7","122","141"
"06-08-21","1659","GANDARA","RECOLETA","RECOLETA","PRINCIPAL IGNACIO CARRERA PINTO 670","11:00:00","20:00:00","+560228917316","-33.381035","-70.647114","viernes","7","122","141"
"06-08-21","1660","LA BOTICA CUBANA","RECOLETA","RECOLETA","DARDIGNAC  537","09:30:00","20:00:00","+560227374810","-33.43188","-70.646897","viernes","7","122","141"
"06-08-21","1661","LA BOTICA CUBANA","RECOLETA","RECOLETA","AV. RECOLETA 899","09:00:00","21:00:00","+560227350790","-33.422004","-70.644768","viernes","7","122","141"
"06-08-21","1662","MARSIL","RECOLETA","RECOLETA","ANTONIA LOPEZ DE BELLO   635","09:00:00","18:30:00","+560227328398","-33.431012","-70.648316","viernes","7","122","141"
"06-08-21","1663","MARSIL","RECOLETA","RECOLETA","ARTESANOS  865","08:30:00","21:30:00","+560227774799","-33.431213","-70.651344","viernes","7","122","141"
"06-08-21","1664","OCHOA","RECOLETA","RECOLETA","AV. EL SALTO 2691  A","09:00:00","21:00:00","+560226293916","-33.402302","-70.630699","viernes","7","122","141"
"06-08-21","1669","EL SALTO","RECOLETA","RECOLETA","AV. EL SALTO 1875. L-3","08:30:00","21:00:00","+560226251875","-33.410583","-70.636818","viernes","7","122","141"
"06-08-21","1670","VITALE","RECOLETA","RECOLETA","AV. RECOLETA 624","09:00:00","20:00:00","+5602","-33.424771","-70.645658","viernes","7","122","141"
"06-08-21","1671","SANTA TERESITA ","RECOLETA","RECOLETA","AV. ZAPADORES 608","08:30:00","22:30:00","+560226224007","-33.390746","-70.64278","viernes","7","122","141"
"06-08-21","1672","LA BOTIKA","RENCA","RENCA","AV. DOMINGO SANTA MARIA 3305","10:00:00","21:00:00","+560226469701","-33.409856","-70.690528","viernes","7","123","142"
"06-08-21","1673","AHUMADA","RENCA","RENCA","AV. DOMINGO SANTA MARIA 4120 L - 1. INTERIOR MONSERRAT","08:30:00","22:00:00","+560226465153","-33.405203","-70.704613","viernes","7","123","142"
"06-08-21","1674","CARLA","RENCA","RENCA","MANUEL RODRIGUEZ 1522","10:30:00","21:30:00","+560226417389","-33.400796","-70.721388","viernes","7","123","142"
"06-08-21","1675","CRUZ VERDE","RENCA","RENCA","AV. DOMINGO SANTA MARIA 3962. INTERIOR SANTA ISABEL","09:00:00","22:00:00","+560226413142","-33.406582","-70.700875","viernes","7","123","142"
"06-08-21","1676","CRUZ VERDE","RENCA","RENCA","AV. DOMINGO SANTA MARIA 4112. INTERIOR MONTSERRAT","09:00:00","22:00:00","+560226464927","-33.405687","-70.704351","viernes","7","123","142"
"06-08-21","1677","DEL DR. SIMI","RENCA","RENCA","AV. DOMINGO SANTA MARIA 3795","09:00:00","21:00:00","+560226464655","-33.407449","-70.69781","viernes","7","123","142"
"06-08-21","1678","IRIS","RENCA","RENCA","CAUPOLICAN 1520","10:00:00","22:00:00","+560228932837","-33.402086","-70.702024","viernes","7","123","142"
"06-08-21","1679","MEDDICA","RENCA","RENCA","BRASIL 7085. INTERIOR UNIMAR","08:00:00","22:00:00","+560225569224","-33.400438","-70.744682","viernes","7","123","142"
"06-08-21","1680","DONDE'L LORITO","RENCA","RENCA","AV. VICUÑA MACKENNA 998. INTERIOR SUPERBODEGA ACUENTA","09:30:00","21:30:00","+560227674061","-33.409302","-70.746696","viernes","7","123","142"
"06-08-21","1682","TIERRA DEL FUEGO","RENCA","RENCA","CONDELL 1307","09:00:00","23:00:00","+560226421327","-33.40632","-70.727722","viernes","7","123","142"
"06-08-21","1683","VECINA","RENCA","RENCA","BRASIL 6980-F","11:00:00","20:00:00","+560226270535","-33.400637","-70.743166","viernes","7","123","142"
